course_id,course_name,group_email
867791699335,10. 10-Б клас. Громадянська освіта (2026-2027),class-10-b@schoolgus.ukr.education
855107124035,10. 10-Б клас. Алгебра і початки аналізу (2026-2027),class-10-b@schoolgus.ukr.education
867791639748,10. 10-Б клас. Історія України (2026-2027),class-10-b@schoolgus.ukr.education
867791474986,10. 10-Б клас. Друга іноземна мова (Німецька) (2026-2027),class-10-b@schoolgus.ukr.education
855108478485,10. 10-Б клас. Англійська мова (2026-2027),class-10-b@schoolgus.ukr.education
855108481032,10. 10-Б клас. Зарубіжна література (2026-2027),class-10-b@schoolgus.ukr.education
867790761171,10. 10-Б клас. Українська мова (2026-2027),class-10-b@schoolgus.ukr.education
867790687363,10. 10-Б клас. Українська література (2026-2027),class-10-b@schoolgus.ukr.education
867791106811,10. 10-А клас. Основи християнської етики (2026-2027),class-10-a@schoolgus.ukr.education
867791266939,10. 10-А клас. Фізична культура (2026-2027),class-10-a@schoolgus.ukr.education
867791081197,10. 10-А клас. Захист України (2026-2027),class-10-a@schoolgus.ukr.education
867791089003,10. 10-А клас. Мистецтво (2026-2027),class-10-a@schoolgus.ukr.education
867791528421,10. 10-А клас. Технології (2026-2027),class-10-a@schoolgus.ukr.education
867790621903,10. 10-А клас. Інформатика (2026-2027),class-10-a@schoolgus.ukr.education
867791095498,10. 10-А клас. Фізика і астрономія (2026-2027),class-10-a@schoolgus.ukr.education
798183670601,10. 10-А клас. Біологія і екологія (2026-2027),class-10-a@schoolgus.ukr.education
867791919424,10. 10-А клас. Географія (2026-2027),class-10-a@schoolgus.ukr.education
867791829313,10. 10-А клас. Хімія (2026-2027),class-10-a@schoolgus.ukr.education
867791691567,10. 10-А клас. Геометрія (2026-2027),class-10-a@schoolgus.ukr.education
867791766992,10. 10-А клас. Громадянська освіта (2026-2027),class-10-a@schoolgus.ukr.education
867788420133,10. 10-А клас. Всесвітня історія (2026-2027),class-10-a@schoolgus.ukr.education
867790815457,10. 10-А клас. Алгебра і початки аналізу (2026-2027),class-10-a@schoolgus.ukr.education
855108187955,10. 10-А клас. Історія України (2026-2027),class-10-a@schoolgus.ukr.education
867792030673,10. 10-А клас. Зарубіжна література (2026-2027),class-10-a@schoolgus.ukr.education
867780430734,10. 10-А клас. Українська мова (2026-2027),class-10-a@schoolgus.ukr.education
867791165939,10. 10-А клас. Українська література (2026-2027),class-10-a@schoolgus.ukr.education
798183844970,10. 10-А клас. Англійська мова (2026-2027),class-10-a@schoolgus.ukr.education
867791100584,10. 10-А клас. Друга іноземна мова (Німецька) (2026-2027),class-10-a@schoolgus.ukr.education
867782160104,09. 9-Г клас. Фізична культура (2026-2027),class-9-g@schoolgus.ukr.education
867785655043,09. 9-Г клас. Основи християнської етики (2026-2027),class-9-g@schoolgus.ukr.education
867786686257,09. 9-Г клас. Здоров'я безпека та добробут (2026-2027),class-9-g@schoolgus.ukr.education
867785809092,09. 9-Г клас. Технології (2026-2027),class-9-g@schoolgus.ukr.education
867787075409,09. 9-Г клас. Мистецтво (2026-2027),class-9-g@schoolgus.ukr.education
867786926822,09. 9-Г клас. Інформатика (2026-2027),class-9-g@schoolgus.ukr.education
867786590550,09. 9-Г клас. Фізика (2026-2027),class-9-g@schoolgus.ukr.education
867786213276,09. 9-Г клас. Географія (2026-2027),class-9-g@schoolgus.ukr.education
867787145512,09. 9-Г клас. Хімія (2026-2027),class-9-g@schoolgus.ukr.education
867786993926,09. 9-Г клас. Біологія (2026-2027),class-9-g@schoolgus.ukr.education
867785963184,09. 9-Г клас. Геометрія (2026-2027),class-9-g@schoolgus.ukr.education
867786306662,09. 9-Г клас. Алгебра (2026-2027),class-9-g@schoolgus.ukr.education
867785936205,09. 9-Г клас. Всесвітня історія (2026-2027),class-9-g@schoolgus.ukr.education
867777141608,09. 9-Г клас. Основи правознавства (2026-2027),class-9-g@schoolgus.ukr.education
867786853992,09. 9-Г клас. Історія України (2026-2027),class-9-g@schoolgus.ukr.education
867787201201,09. 9-Г клас. Друга іноземна мова (Німецька) (2026-2027),class-9-g@schoolgus.ukr.education
867787487737,09. 9-Г клас. Англійська мова (2026-2027),class-9-g@schoolgus.ukr.education
867786775622,09. 9-Г клас. Українська мова (2026-2027),class-9-g@schoolgus.ukr.education
867786374553,09. 9-Г клас. Українська література (2026-2027),class-9-g@schoolgus.ukr.education
867785784611,09. 9-Г клас. Зарубіжна література (2026-2027),class-9-g@schoolgus.ukr.education
867787101828,09. 9-В клас. Основи християнської етики (2026-2027),class-9-v@schoolgus.ukr.education
867782160083,09. 9-В клас. Фізична культура (2026-2027),class-9-v@schoolgus.ukr.education
867787509567,09. 9-В клас. Здоров'я безпека та добробут (2026-2027),class-9-v@schoolgus.ukr.education
867787323494,09. 9-В клас. Технології (2026-2027),class-9-v@schoolgus.ukr.education
867786249893,09. 9-В клас. Мистецтво (2026-2027),class-9-v@schoolgus.ukr.education
867786788433,09. 9-В клас. Інформатика (2026-2027),class-9-v@schoolgus.ukr.education
867787176480,09. 9-В клас. Хімія (2026-2027),class-9-v@schoolgus.ukr.education
867786375734,09. 9-В клас. Фізика (2026-2027),class-9-v@schoolgus.ukr.education
867784872034,09. 9-В клас. Біологія (2026-2027),class-9-v@schoolgus.ukr.education
867786828855,09. 9-В клас. Географія (2026-2027),class-9-v@schoolgus.ukr.education
867786086158,09. 9-В клас. Геометрія (2026-2027),class-9-v@schoolgus.ukr.education
867786289446,09. 9-В клас. Алгебра (2026-2027),class-9-v@schoolgus.ukr.education
867787227627,09. 9-В клас. Основи правознавства (2026-2027),class-9-v@schoolgus.ukr.education
867787104336,09. 9-В клас. Історія України (2026-2027),class-9-v@schoolgus.ukr.education
798182730924,09. 9-В клас. Всесвітня історія (2026-2027),class-9-v@schoolgus.ukr.education
867786244043,09. 9-В клас. Друга іноземна мова (Німецька) (2026-2027),class-9-v@schoolgus.ukr.education
867787083726,09. 9-В клас. Англійська мова (2026-2027),class-9-v@schoolgus.ukr.education
867783488698,09. 9-В клас. Зарубіжна література (2026-2027),class-9-v@schoolgus.ukr.education
867786997803,09. 9-В клас. Українська мова (2026-2027),class-9-v@schoolgus.ukr.education
867786895917,09. 9-В клас. Українська література (2026-2027),class-9-v@schoolgus.ukr.education
867787178745,09. 9-Б клас. Основи християнської етики (2026-2027),class-9-b@schoolgus.ukr.education
867786496575,09. 9-Б клас. Фізична культура (2026-2027),class-9-b@schoolgus.ukr.education
867786000656,09. 9-Б клас. Технології (2026-2027),class-9-b@schoolgus.ukr.education
867785486255,09. 9-Б клас. Мистецтво (2026-2027),class-9-b@schoolgus.ukr.education
867786786402,09. 9-Б клас. Здоров'я безпека та добробут (2026-2027),class-9-b@schoolgus.ukr.education
867787578814,09. 9-Б клас. Хімія (2026-2027),class-9-b@schoolgus.ukr.education
867786773337,09. 9-Б клас. Інформатика (2026-2027),class-9-b@schoolgus.ukr.education
867785721891,09. 9-Б клас. Фізика (2026-2027),class-9-b@schoolgus.ukr.education
867776422164,09. 9-Б клас. Біологія (2026-2027),class-9-b@schoolgus.ukr.education
798182757897,09. 9-Б клас. Географія (2026-2027),class-9-b@schoolgus.ukr.education
867786358395,09. 9-Б клас. Геометрія (2026-2027),class-9-b@schoolgus.ukr.education
867787218389,09. 9-Б клас. Алгебра (2026-2027),class-9-b@schoolgus.ukr.education
867786283682,09. 9-Б клас. Всесвітня історія (2026-2027),class-9-b@schoolgus.ukr.education
867786884316,09. 9-Б клас. Історія України (2026-2027),class-9-b@schoolgus.ukr.education
867786418185,09. 9-Б клас. Основи правознавства (2026-2027),class-9-b@schoolgus.ukr.education
867778951804,09. 9-Б клас. Друга іноземна мова (Німецька) (2026-2027),class-9-b@schoolgus.ukr.education
867787078413,09. 9-Б клас. Українська література (2026-2027),class-9-b@schoolgus.ukr.education
867787238281,09. 9-Б клас. Зарубіжна література (2026-2027),class-9-b@schoolgus.ukr.education
867786392178,09. 9-Б клас. Англійська мова (2026-2027),class-9-b@schoolgus.ukr.education
867786590511,09. 9-Б клас. Українська мова (2026-2027),class-9-b@schoolgus.ukr.education
867786003267,09. 9-А клас. Фізична культура (2026-2027),class-9-a@schoolgus.ukr.education
867787200754,09. 9-А клас. Основи християнської етики (2026-2027),class-9-a@schoolgus.ukr.education
867785609614,09. 9-А клас. Здоров'я безпека та добробут (2026-2027),class-9-a@schoolgus.ukr.education
867783897968,09. 9-А клас. Технології (2026-2027),class-9-a@schoolgus.ukr.education
867786626279,09. 9-А клас. Мистецтво (2026-2027),class-9-a@schoolgus.ukr.education
867786796019,09. 9-А клас. Інформатика (2026-2027),class-9-a@schoolgus.ukr.education
867786849851,09. 9-А клас. Хімія (2026-2027),class-9-a@schoolgus.ukr.education
867786686999,09. 9-А клас. Біологія (2026-2027),class-9-a@schoolgus.ukr.education
867787010260,09. 9-А клас. Фізика (2026-2027),class-9-a@schoolgus.ukr.education
867785549520,09. 9-А клас. Географія (2026-2027),class-9-a@schoolgus.ukr.education
867786318073,09. 9-А клас. Всесвітня історія (2026-2027),class-9-a@schoolgus.ukr.education
867786632646,09. 9-А клас. Історія України (2026-2027),class-9-a@schoolgus.ukr.education
867786784658,09. 9-А клас. Алгебра (2026-2027),class-9-a@schoolgus.ukr.education
867786492937,09. 9-А клас. Основи правознавства (2026-2027),class-9-a@schoolgus.ukr.education
867786468876,09. 9-А клас. Геометрія (2026-2027),class-9-a@schoolgus.ukr.education
798182761202,09. 9-А клас. Українська мова (2026-2027),class-9-a@schoolgus.ukr.education
867781819138,09. 9-А клас. Українська література (2026-2027),class-9-a@schoolgus.ukr.education
867787147226,09. 9-А клас. Друга іноземна мова (Німецька) (2026-2027),class-9-a@schoolgus.ukr.education
867786127462,09. 9-А клас. Англійська мова (2026-2027),class-9-a@schoolgus.ukr.education
867786402913,09. 9-А клас. Зарубіжна література (2026-2027),class-9-a@schoolgus.ukr.education
867774223740,08. 8-Г клас. Основи християнської етики (2026-2027),class-8-g@schoolgus.ukr.education
867773305349,08. 8-Г клас. Фізична культура (2026-2027),class-8-g@schoolgus.ukr.education
867772181521,08. 8-Г клас. Здоров'я безпека та добробут (2026-2027),class-8-g@schoolgus.ukr.education
867774182736,08. 8-Г клас. Технології (2026-2027),class-8-g@schoolgus.ukr.education
867774122525,08. 8-Г клас. Мистецтво (2026-2027),class-8-g@schoolgus.ukr.education
867773924931,08. 8-Г клас. Інформатика (2026-2027),class-8-g@schoolgus.ukr.education
867771594798,08. 8-Г клас. Хімія (2026-2027),class-8-g@schoolgus.ukr.education
867773940405,08. 8-Г клас. Фізика (2026-2027),class-8-g@schoolgus.ukr.education
867774483586,08. 8-Г клас. Географія (2026-2027),class-8-g@schoolgus.ukr.education
855102311558,08. 8-Г клас. Біологія (2026-2027),class-8-g@schoolgus.ukr.education
867773139942,08. 8-Г клас. Алгебра (2026-2027),class-8-g@schoolgus.ukr.education
867773944734,08. 8-Г клас. Геометрія (2026-2027),class-8-g@schoolgus.ukr.education
867774054220,08. 8-Г клас. Всесвітня історія (2026-2027),class-8-g@schoolgus.ukr.education
867773065413,08. 8-Г клас. Друга іноземна мова (Німецька) (2026-2027),class-8-g@schoolgus.ukr.education
855102447799,08. 8-Г клас. Історія України (2026-2027),class-8-g@schoolgus.ukr.education
867772127240,08. 8-Г клас. Англійська мова (2026-2027),class-8-g@schoolgus.ukr.education
867773975059,08. 8-Г клас. Зарубіжна література (2026-2027),class-8-g@schoolgus.ukr.education
867774302044,08. 8-Г клас. Українська література (2026-2027),class-8-g@schoolgus.ukr.education
867773633196,08. 8-Г клас. Українська мова (2026-2027),class-8-g@schoolgus.ukr.education
867774361523,08. 8-В клас. Здоров'я безпека та добробут (2026-2027),class-8-v@schoolgus.ukr.education
867774101037,08. 8-В клас. Основи християнської етики (2026-2027),class-8-v@schoolgus.ukr.education
867773856296,08. 8-В клас. Фізична культура (2026-2027),class-8-v@schoolgus.ukr.education
855102224542,08. 8-В клас. Технології (2026-2027),class-8-v@schoolgus.ukr.education
867774095517,08. 8-В клас. Мистецтво (2026-2027),class-8-v@schoolgus.ukr.education
867773792680,08. 8-В клас. Інформатика (2026-2027),class-8-v@schoolgus.ukr.education
867774137225,08. 8-В клас. Хімія (2026-2027),class-8-v@schoolgus.ukr.education
867773120448,08. 8-В клас. Фізика (2026-2027),class-8-v@schoolgus.ukr.education
867762876220,08. 8-В клас. Біологія (2026-2027),class-8-v@schoolgus.ukr.education
867773901538,08. 8-В клас. Географія (2026-2027),class-8-v@schoolgus.ukr.education
867774176939,08. 8-В клас. Алгебра (2026-2027),class-8-v@schoolgus.ukr.education
867772725310,08. 8-В клас. Геометрія (2026-2027),class-8-v@schoolgus.ukr.education
867769660591,08. 8-В клас. Історія України (2026-2027),class-8-v@schoolgus.ukr.education
867774030578,08. 8-В клас. Друга іноземна мова (Німецька) (2026-2027),class-8-v@schoolgus.ukr.education
867773979149,08. 8-В клас. Всесвітня історія (2026-2027),class-8-v@schoolgus.ukr.education
867774280674,08. 8-В клас. Англійська мова (2026-2027),class-8-v@schoolgus.ukr.education
867772403716,08. 8-В клас. Зарубіжна література (2026-2027),class-8-v@schoolgus.ukr.education
867773801949,08. 8-В клас. Українська мова (2026-2027),class-8-v@schoolgus.ukr.education
867774106412,08. 8-В клас. Українська література (2026-2027),class-8-v@schoolgus.ukr.education
867773278506,08. 8-Б клас. Основи християнської етики (2026-2027),class-8-b@schoolgus.ukr.education
867773988532,08. 8-Б клас. Здоров'я безпека та добробут (2026-2027),class-8-b@schoolgus.ukr.education
867774166476,08. 8-Б клас. Фізична культура (2026-2027),class-8-b@schoolgus.ukr.education
867774185813,08. 8-Б клас. Технології (2026-2027),class-8-b@schoolgus.ukr.education
867773948610,08. 8-Б клас. Мистецтво (2026-2027),class-8-b@schoolgus.ukr.education
867773579251,08. 8-Б клас. Фізика (2026-2027),class-8-b@schoolgus.ukr.education
867773683352,08. 8-Б клас. Інформатика (2026-2027),class-8-b@schoolgus.ukr.education
867773980942,08. 8-Б клас. Хімія (2026-2027),class-8-b@schoolgus.ukr.education
867773751988,08. 8-Б клас. Географія (2026-2027),class-8-b@schoolgus.ukr.education
867774242927,08. 8-Б клас. Біологія (2026-2027),class-8-b@schoolgus.ukr.education
867764268251,08. 8-Б клас. Геометрія (2026-2027),class-8-b@schoolgus.ukr.education
867772282143,08. 8-Б клас. Алгебра (2026-2027),class-8-b@schoolgus.ukr.education
867773315325,08. 8-Б клас. Всесвітня історія (2026-2027),class-8-b@schoolgus.ukr.education
867773261198,08. 8-Б клас. Друга іноземна мова (Німецька) (2026-2027),class-8-b@schoolgus.ukr.education
867773742881,08. 8-Б клас. Англійська мова (2026-2027),class-8-b@schoolgus.ukr.education
867773366118,08. 8-Б клас. Історія України (2026-2027),class-8-b@schoolgus.ukr.education
867773160529,08. 8-Б клас. Українська література (2026-2027),class-8-b@schoolgus.ukr.education
867773585772,08. 8-Б клас. Зарубіжна література (2026-2027),class-8-b@schoolgus.ukr.education
867772849093,08. 8-Б клас. Українська мова (2026-2027),class-8-b@schoolgus.ukr.education
867772403705,08. 8-А клас. Основи християнської етики (2026-2027),class-8-a@schoolgus.ukr.education
867773945053,08. 8-А клас. Технології (2026-2027),class-8-a@schoolgus.ukr.education
867773696159,08. 8-А клас. Фізична культура (2026-2027),class-8-a@schoolgus.ukr.education
867773485997,08. 8-А клас. Здоров'я безпека та добробут (2026-2027),class-8-a@schoolgus.ukr.education
867773732275,08. 8-А клас. Фізика (2026-2027),class-8-a@schoolgus.ukr.education
867774011839,08. 8-А клас. Хімія (2026-2027),class-8-a@schoolgus.ukr.education
867773267059,08. 8-А клас. Мистецтво (2026-2027),class-8-a@schoolgus.ukr.education
867773937691,08. 8-А клас. Інформатика (2026-2027),class-8-a@schoolgus.ukr.education
867773661733,08. 8-А клас. Географія (2026-2027),class-8-a@schoolgus.ukr.education
867773833954,08. 8-А клас. Алгебра (2026-2027),class-8-a@schoolgus.ukr.education
867774191529,08. 8-А клас. Біологія (2026-2027),class-8-a@schoolgus.ukr.education
867773763500,08. 8-А клас. Історія України (2026-2027),class-8-a@schoolgus.ukr.education
867770411183,08. 8-А клас. Геометрія (2026-2027),class-8-a@schoolgus.ukr.education
867774045136,08. 8-А клас. Всесвітня історія (2026-2027),class-8-a@schoolgus.ukr.education
867773065393,08. 8-А клас. Англійська мова (2026-2027),class-8-a@schoolgus.ukr.education
867773510080,08. 8-А клас. Українська література (2026-2027),class-8-a@schoolgus.ukr.education
867772365413,08. 8-А клас. Українська мова (2026-2027),class-8-a@schoolgus.ukr.education
867773702884,08. 8-А клас. Друга іноземна мова (Німецька) (2026-2027),class-8-a@schoolgus.ukr.education
867766353367,08. 8-А клас. Зарубіжна література (2026-2027),class-8-a@schoolgus.ukr.education
867772213059,07. 7-Г клас. Основи християнської етики (2026-2027),class-7-g@schoolgus.ukr.education
867772093943,07. 7-Г клас. Фізична культура (2026-2027),class-7-g@schoolgus.ukr.education
867771801761,07. 7-Г клас. Здоров'я безпека та добробут (2026-2027),class-7-g@schoolgus.ukr.education
867772530601,07. 7-Г клас. Технології (2026-2027),class-7-g@schoolgus.ukr.education
867772006510,07. 7-Г клас. Мистецтво (2026-2027),class-7-g@schoolgus.ukr.education
867772226483,07. 7-Г клас. Інформатика (2026-2027),class-7-g@schoolgus.ukr.education
867767778417,07. 7-Г клас. Біологія (2026-2027),class-7-g@schoolgus.ukr.education
867771932205,07. 7-Г клас. Хімія (2026-2027),class-7-g@schoolgus.ukr.education
867770643194,07. 7-Г клас. Географія (2026-2027),class-7-g@schoolgus.ukr.education
867771865038,07. 7-Г клас. Геометрія (2026-2027),class-7-g@schoolgus.ukr.education
867772032491,07. 7-Г клас. Фізика (2026-2027),class-7-g@schoolgus.ukr.education
867770765403,07. 7-Г клас. Англійська мова (2026-2027),class-7-g@schoolgus.ukr.education
867772037425,07. 7-Г клас. Друга іноземна мова (Німецька) (2026-2027),class-7-g@schoolgus.ukr.education
867772282508,07. 7-Г клас. Історія України (2026-2027),class-7-g@schoolgus.ukr.education
867761751478,07. 7-Г клас. Алгебра (2026-2027),class-7-g@schoolgus.ukr.education
867772300924,07. 7-Г клас. Всесвітня історія (2026-2027),class-7-g@schoolgus.ukr.education
867772195129,07. 7-В клас. Основи християнської етики (2026-2027),class-7-v@schoolgus.ukr.education
867772335332,07. 7-Г клас. Українська література (2026-2027),class-7-g@schoolgus.ukr.education
867771961556,07. 7-Г клас. Зарубіжна література (2026-2027),class-7-g@schoolgus.ukr.education
867772659527,07. 7-В клас. Фізична культура (2026-2027),class-7-v@schoolgus.ukr.education
867772478043,07. 7-Г клас. Українська мова (2026-2027),class-7-g@schoolgus.ukr.education
867772271550,07. 7-В клас. Здоров'я безпека та добробут (2026-2027),class-7-v@schoolgus.ukr.education
867772249767,07. 7-В клас. Технології (2026-2027),class-7-v@schoolgus.ukr.education
867770214307,07. 7-В клас. Мистецтво (2026-2027),class-7-v@schoolgus.ukr.education
867772520131,07. 7-В клас. Інформатика (2026-2027),class-7-v@schoolgus.ukr.education
867762293242,07. 7-В клас. Хімія (2026-2027),class-7-v@schoolgus.ukr.education
867772040803,07. 7-В клас. Фізика (2026-2027),class-7-v@schoolgus.ukr.education
867772443970,07. 7-В клас. Географія (2026-2027),class-7-v@schoolgus.ukr.education
867772282498,07. 7-В клас. Алгебра (2026-2027),class-7-v@schoolgus.ukr.education
867772474258,07. 7-В клас. Геометрія (2026-2027),class-7-v@schoolgus.ukr.education
867770532281,07. 7-В клас. Біологія (2026-2027),class-7-v@schoolgus.ukr.education
867772184112,07. 7-В клас. Всесвітня історія (2026-2027),class-7-v@schoolgus.ukr.education
867771747125,07. 7-В клас. Історія України (2026-2027),class-7-v@schoolgus.ukr.education
867771265637,07. 7-В клас. Друга іноземна мова (Німецька) (2026-2027),class-7-v@schoolgus.ukr.education
867772642609,07. 7-В клас. Зарубіжна література (2026-2027),class-7-v@schoolgus.ukr.education
867772270691,07. 7-В клас. Англійська мова (2026-2027),class-7-v@schoolgus.ukr.education
867771834445,07. 7-В клас. Українська література (2026-2027),class-7-v@schoolgus.ukr.education
867771800839,07. 7-Б клас. Фізична культура (2026-2027),class-7-b@schoolgus.ukr.education
867771654436,07. 7-Б клас. Основи християнської етики (2026-2027),class-7-b@schoolgus.ukr.education
867769655812,07. 7-В клас. Українська мова (2026-2027),class-7-v@schoolgus.ukr.education
867771470566,07. 7-Б клас. Здоров'я безпека та добробут (2026-2027),class-7-b@schoolgus.ukr.education
867771078806,07. 7-Б клас. Мистецтво (2026-2027),class-7-b@schoolgus.ukr.education
867772180108,07. 7-Б клас. Технології (2026-2027),class-7-b@schoolgus.ukr.education
867772317982,07. 7-Б клас. Інформатика (2026-2027),class-7-b@schoolgus.ukr.education
867771860554,07. 7-Б клас. Хімія (2026-2027),class-7-b@schoolgus.ukr.education
867771913607,07. 7-Б клас. Фізика (2026-2027),class-7-b@schoolgus.ukr.education
867772389535,07. 7-Б клас. Всесвітня історія (2026-2027),class-7-b@schoolgus.ukr.education
867768967194,07. 7-Б клас. Геометрія (2026-2027),class-7-b@schoolgus.ukr.education
867772375837,07. 7-Б клас. Алгебра (2026-2027),class-7-b@schoolgus.ukr.education
867770234674,07. 7-Б клас. Біологія (2026-2027),class-7-b@schoolgus.ukr.education
867771022512,07. 7-Б клас. Географія (2026-2027),class-7-b@schoolgus.ukr.education
867770967420,07. 7-Б клас. Друга іноземна мова (Німецька) (2026-2027),class-7-b@schoolgus.ukr.education
867770573684,07. 7-Б клас. Історія України (2026-2027),class-7-b@schoolgus.ukr.education
867772300908,07. 7-Б клас. Англійська мова (2026-2027),class-7-b@schoolgus.ukr.education
798179972721,07. 7-Б клас. Зарубіжна література (2026-2027),class-7-b@schoolgus.ukr.education
867771996617,07. 7-Б клас. Українська література (2026-2027),class-7-b@schoolgus.ukr.education
867772395274,07. 7-Б клас. Українська мова (2026-2027),class-7-b@schoolgus.ukr.education
867772249264,07. 7-А клас. Основи християнської етики (2026-2027),class-7-a@schoolgus.ukr.education
867772322007,07. 7-А клас. Здоров'я безпека та добробут (2026-2027),class-7-a@schoolgus.ukr.education
867771845048,07. 7-А клас. Фізична культура (2026-2027),class-7-a@schoolgus.ukr.education
867772226880,07. 7-А клас. Технології (2026-2027),class-7-a@schoolgus.ukr.education
867771941933,07. 7-А клас. Фізика (2026-2027),class-7-a@schoolgus.ukr.education
867772250945,07. 7-А клас. Мистецтво (2026-2027),class-7-a@schoolgus.ukr.education
867771778996,07. 7-А клас. Хімія (2026-2027),class-7-a@schoolgus.ukr.education
867772359839,07. 7-А клас. Інформатика (2026-2027),class-7-a@schoolgus.ukr.education
867771237384,07. 7-А клас. Географія (2026-2027),class-7-a@schoolgus.ukr.education
867765734795,07. 7-А клас. Геометрія (2026-2027),class-7-a@schoolgus.ukr.education
