id,name,courseState,section
867790687363,10. 10-Б клас. Українська література (2026-2027),ACTIVE,
867791106811,10. 10-А клас. Основи християнської етики (2026-2027),ACTIVE,
867791266939,10. 10-А клас. Фізична культура (2026-2027),ACTIVE,
867791081197,10. 10-А клас. Захист України (2026-2027),ACTIVE,
867791089003,10. 10-А клас. Мистецтво (2026-2027),ACTIVE,
867791528421,10. 10-А клас. Технології (2026-2027),ACTIVE,
867790621903,10. 10-А клас. Інформатика (2026-2027),ACTIVE,
867791095498,10. 10-А клас. Фізика і астрономія (2026-2027),ACTIVE,
798183670601,10. 10-А клас. Біологія і екологія (2026-2027),ACTIVE,
867791919424,10. 10-А клас. Географія (2026-2027),ACTIVE,
867791829313,10. 10-А клас. Хімія (2026-2027),ACTIVE,
867791691567,10. 10-А клас. Геометрія (2026-2027),ACTIVE,
867791766992,10. 10-А клас. Громадянська освіта (2026-2027),ACTIVE,
867788420133,10. 10-А клас. Всесвітня історія (2026-2027),ACTIVE,
867790815457,10. 10-А клас. Алгебра і початки аналізу (2026-2027),ACTIVE,
855108187955,10. 10-А клас. Історія України (2026-2027),ACTIVE,
867792030673,10. 10-А клас. Зарубіжна література (2026-2027),ACTIVE,
867780430734,10. 10-А клас. Українська мова (2026-2027),ACTIVE,
867791165939,10. 10-А клас. Українська література (2026-2027),ACTIVE,
798183844970,10. 10-А клас. Англійська мова (2026-2027),ACTIVE,
867791100584,10. 10-А клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867776937557,10. 10 клас. Екстернат (2026-2027),ACTIVE,
867789158503,11. 11 клас. Екстернат (2026-2027),ACTIVE,
867782160104,09. 9-Г клас. Фізична культура (2026-2027),ACTIVE,
867785655043,09. 9-Г клас. Основи християнської етики (2026-2027),ACTIVE,
867786686257,09. 9-Г клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867785809092,09. 9-Г клас. Технології (2026-2027),ACTIVE,
867787075409,09. 9-Г клас. Мистецтво (2026-2027),ACTIVE,
867786926822,09. 9-Г клас. Інформатика (2026-2027),ACTIVE,
867786590550,09. 9-Г клас. Фізика (2026-2027),ACTIVE,
867786213276,09. 9-Г клас. Географія (2026-2027),ACTIVE,
867787145512,09. 9-Г клас. Хімія (2026-2027),ACTIVE,
867786993926,09. 9-Г клас. Біологія (2026-2027),ACTIVE,
867785963184,09. 9-Г клас. Геометрія (2026-2027),ACTIVE,
867786306662,09. 9-Г клас. Алгебра (2026-2027),ACTIVE,
867785936205,09. 9-Г клас. Всесвітня історія (2026-2027),ACTIVE,
867777141608,09. 9-Г клас. Основи правознавства (2026-2027),ACTIVE,
867786853992,09. 9-Г клас. Історія України (2026-2027),ACTIVE,
867787201201,09. 9-Г клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867787487737,09. 9-Г клас. Англійська мова (2026-2027),ACTIVE,
867786775622,09. 9-Г клас. Українська мова (2026-2027),ACTIVE,
867786374553,09. 9-Г клас. Українська література (2026-2027),ACTIVE,
867785784611,09. 9-Г клас. Зарубіжна література (2026-2027),ACTIVE,
867787101828,09. 9-В клас. Основи християнської етики (2026-2027),ACTIVE,
867782160083,09. 9-В клас. Фізична культура (2026-2027),ACTIVE,
867787509567,09. 9-В клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867787323494,09. 9-В клас. Технології (2026-2027),ACTIVE,
867786249893,09. 9-В клас. Мистецтво (2026-2027),ACTIVE,
867786788433,09. 9-В клас. Інформатика (2026-2027),ACTIVE,
867787176480,09. 9-В клас. Хімія (2026-2027),ACTIVE,
867786375734,09. 9-В клас. Фізика (2026-2027),ACTIVE,
867784872034,09. 9-В клас. Біологія (2026-2027),ACTIVE,
867786828855,09. 9-В клас. Географія (2026-2027),ACTIVE,
867786086158,09. 9-В клас. Геометрія (2026-2027),ACTIVE,
867786289446,09. 9-В клас. Алгебра (2026-2027),ACTIVE,
867787227627,09. 9-В клас. Основи правознавства (2026-2027),ACTIVE,
867787104336,09. 9-В клас. Історія України (2026-2027),ACTIVE,
798182730924,09. 9-В клас. Всесвітня історія (2026-2027),ACTIVE,
867786244043,09. 9-В клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867787083726,09. 9-В клас. Англійська мова (2026-2027),ACTIVE,
867783488698,09. 9-В клас. Зарубіжна література (2026-2027),ACTIVE,
867786997803,09. 9-В клас. Українська мова (2026-2027),ACTIVE,
867786895917,09. 9-В клас. Українська література (2026-2027),ACTIVE,
867787178745,09. 9-Б клас. Основи християнської етики (2026-2027),ACTIVE,
867786496575,09. 9-Б клас. Фізична культура (2026-2027),ACTIVE,
867786000656,09. 9-Б клас. Технології (2026-2027),ACTIVE,
867785486255,09. 9-Б клас. Мистецтво (2026-2027),ACTIVE,
867786786402,09. 9-Б клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867787578814,09. 9-Б клас. Хімія (2026-2027),ACTIVE,
867786773337,09. 9-Б клас. Інформатика (2026-2027),ACTIVE,
867785721891,09. 9-Б клас. Фізика (2026-2027),ACTIVE,
867776422164,09. 9-Б клас. Біологія (2026-2027),ACTIVE,
798182757897,09. 9-Б клас. Географія (2026-2027),ACTIVE,
867786358395,09. 9-Б клас. Геометрія (2026-2027),ACTIVE,
867787218389,09. 9-Б клас. Алгебра (2026-2027),ACTIVE,
867786283682,09. 9-Б клас. Всесвітня історія (2026-2027),ACTIVE,
867786884316,09. 9-Б клас. Історія України (2026-2027),ACTIVE,
867786418185,09. 9-Б клас. Основи правознавства (2026-2027),ACTIVE,
867778951804,09. 9-Б клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867787078413,09. 9-Б клас. Українська література (2026-2027),ACTIVE,
867787238281,09. 9-Б клас. Зарубіжна література (2026-2027),ACTIVE,
867786392178,09. 9-Б клас. Англійська мова (2026-2027),ACTIVE,
867786590511,09. 9-Б клас. Українська мова (2026-2027),ACTIVE,
867786003267,09. 9-А клас. Фізична культура (2026-2027),ACTIVE,
867787200754,09. 9-А клас. Основи християнської етики (2026-2027),ACTIVE,
867785609614,09. 9-А клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867783897968,09. 9-А клас. Технології (2026-2027),ACTIVE,
867786626279,09. 9-А клас. Мистецтво (2026-2027),ACTIVE,
867786796019,09. 9-А клас. Інформатика (2026-2027),ACTIVE,
867786849851,09. 9-А клас. Хімія (2026-2027),ACTIVE,
867786686999,09. 9-А клас. Біологія (2026-2027),ACTIVE,
867787010260,09. 9-А клас. Фізика (2026-2027),ACTIVE,
867785549520,09. 9-А клас. Географія (2026-2027),ACTIVE,
867786318073,09. 9-А клас. Всесвітня історія (2026-2027),ACTIVE,
867786632646,09. 9-А клас. Історія України (2026-2027),ACTIVE,
867786784658,09. 9-А клас. Алгебра (2026-2027),ACTIVE,
867786492937,09. 9-А клас. Основи правознавства (2026-2027),ACTIVE,
867786468876,09. 9-А клас. Геометрія (2026-2027),ACTIVE,
798182761202,09. 9-А клас. Українська мова (2026-2027),ACTIVE,
867781819138,09. 9-А клас. Українська література (2026-2027),ACTIVE,
867787147226,09. 9-А клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867786127462,09. 9-А клас. Англійська мова (2026-2027),ACTIVE,
867786402913,09. 9-А клас. Зарубіжна література (2026-2027),ACTIVE,
867785971111,09. 9 клас. Екстернат (2026-2027),ACTIVE,
867774223740,08. 8-Г клас. Основи християнської етики (2026-2027),ACTIVE,
867773305349,08. 8-Г клас. Фізична культура (2026-2027),ACTIVE,
867772181521,08. 8-Г клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867774182736,08. 8-Г клас. Технології (2026-2027),ACTIVE,
867774122525,08. 8-Г клас. Мистецтво (2026-2027),ACTIVE,
867773924931,08. 8-Г клас. Інформатика (2026-2027),ACTIVE,
867771594798,08. 8-Г клас. Хімія (2026-2027),ACTIVE,
867773940405,08. 8-Г клас. Фізика (2026-2027),ACTIVE,
867774483586,08. 8-Г клас. Географія (2026-2027),ACTIVE,
855102311558,08. 8-Г клас. Біологія (2026-2027),ACTIVE,
867773139942,08. 8-Г клас. Алгебра (2026-2027),ACTIVE,
867773944734,08. 8-Г клас. Геометрія (2026-2027),ACTIVE,
867774054220,08. 8-Г клас. Всесвітня історія (2026-2027),ACTIVE,
867773065413,08. 8-Г клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
855102447799,08. 8-Г клас. Історія України (2026-2027),ACTIVE,
867772127240,08. 8-Г клас. Англійська мова (2026-2027),ACTIVE,
867773975059,08. 8-Г клас. Зарубіжна література (2026-2027),ACTIVE,
867774302044,08. 8-Г клас. Українська література (2026-2027),ACTIVE,
867773633196,08. 8-Г клас. Українська мова (2026-2027),ACTIVE,
867774361523,08. 8-В клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867774101037,08. 8-В клас. Основи християнської етики (2026-2027),ACTIVE,
867773856296,08. 8-В клас. Фізична культура (2026-2027),ACTIVE,
855102224542,08. 8-В клас. Технології (2026-2027),ACTIVE,
867774095517,08. 8-В клас. Мистецтво (2026-2027),ACTIVE,
867773792680,08. 8-В клас. Інформатика (2026-2027),ACTIVE,
867774137225,08. 8-В клас. Хімія (2026-2027),ACTIVE,
867773120448,08. 8-В клас. Фізика (2026-2027),ACTIVE,
867762876220,08. 8-В клас. Біологія (2026-2027),ACTIVE,
867773901538,08. 8-В клас. Географія (2026-2027),ACTIVE,
867774176939,08. 8-В клас. Алгебра (2026-2027),ACTIVE,
867772725310,08. 8-В клас. Геометрія (2026-2027),ACTIVE,
867769660591,08. 8-В клас. Історія України (2026-2027),ACTIVE,
867774030578,08. 8-В клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867773979149,08. 8-В клас. Всесвітня історія (2026-2027),ACTIVE,
867774280674,08. 8-В клас. Англійська мова (2026-2027),ACTIVE,
867772403716,08. 8-В клас. Зарубіжна література (2026-2027),ACTIVE,
867773801949,08. 8-В клас. Українська мова (2026-2027),ACTIVE,
867774106412,08. 8-В клас. Українська література (2026-2027),ACTIVE,
867773278506,08. 8-Б клас. Основи християнської етики (2026-2027),ACTIVE,
867773988532,08. 8-Б клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867774166476,08. 8-Б клас. Фізична культура (2026-2027),ACTIVE,
867774185813,08. 8-Б клас. Технології (2026-2027),ACTIVE,
867773948610,08. 8-Б клас. Мистецтво (2026-2027),ACTIVE,
867773579251,08. 8-Б клас. Фізика (2026-2027),ACTIVE,
867773683352,08. 8-Б клас. Інформатика (2026-2027),ACTIVE,
867773980942,08. 8-Б клас. Хімія (2026-2027),ACTIVE,
867773751988,08. 8-Б клас. Географія (2026-2027),ACTIVE,
867774242927,08. 8-Б клас. Біологія (2026-2027),ACTIVE,
867764268251,08. 8-Б клас. Геометрія (2026-2027),ACTIVE,
867772282143,08. 8-Б клас. Алгебра (2026-2027),ACTIVE,
867773315325,08. 8-Б клас. Всесвітня історія (2026-2027),ACTIVE,
867773261198,08. 8-Б клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867773742881,08. 8-Б клас. Англійська мова (2026-2027),ACTIVE,
867773366118,08. 8-Б клас. Історія України (2026-2027),ACTIVE,
867773160529,08. 8-Б клас. Українська література (2026-2027),ACTIVE,
867773585772,08. 8-Б клас. Зарубіжна література (2026-2027),ACTIVE,
867772849093,08. 8-Б клас. Українська мова (2026-2027),ACTIVE,
867772403705,08. 8-А клас. Основи християнської етики (2026-2027),ACTIVE,
867773945053,08. 8-А клас. Технології (2026-2027),ACTIVE,
867773696159,08. 8-А клас. Фізична культура (2026-2027),ACTIVE,
867773485997,08. 8-А клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867773732275,08. 8-А клас. Фізика (2026-2027),ACTIVE,
867774011839,08. 8-А клас. Хімія (2026-2027),ACTIVE,
867773267059,08. 8-А клас. Мистецтво (2026-2027),ACTIVE,
867773937691,08. 8-А клас. Інформатика (2026-2027),ACTIVE,
867773661733,08. 8-А клас. Географія (2026-2027),ACTIVE,
867773833954,08. 8-А клас. Алгебра (2026-2027),ACTIVE,
867774191529,08. 8-А клас. Біологія (2026-2027),ACTIVE,
867773763500,08. 8-А клас. Історія України (2026-2027),ACTIVE,
867770411183,08. 8-А клас. Геометрія (2026-2027),ACTIVE,
867774045136,08. 8-А клас. Всесвітня історія (2026-2027),ACTIVE,
867773065393,08. 8-А клас. Англійська мова (2026-2027),ACTIVE,
867773510080,08. 8-А клас. Українська література (2026-2027),ACTIVE,
867772365413,08. 8-А клас. Українська мова (2026-2027),ACTIVE,
867773702884,08. 8-А клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867766353367,08. 8-А клас. Зарубіжна література (2026-2027),ACTIVE,
867773165375,08. 8 клас. Екстернат (2026-2027),ACTIVE,
867772213059,07. 7-Г клас. Основи християнської етики (2026-2027),ACTIVE,
867772093943,07. 7-Г клас. Фізична культура (2026-2027),ACTIVE,
867771801761,07. 7-Г клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867772530601,07. 7-Г клас. Технології (2026-2027),ACTIVE,
867772006510,07. 7-Г клас. Мистецтво (2026-2027),ACTIVE,
867772226483,07. 7-Г клас. Інформатика (2026-2027),ACTIVE,
867767778417,07. 7-Г клас. Біологія (2026-2027),ACTIVE,
867771932205,07. 7-Г клас. Хімія (2026-2027),ACTIVE,
867770643194,07. 7-Г клас. Географія (2026-2027),ACTIVE,
867771865038,07. 7-Г клас. Геометрія (2026-2027),ACTIVE,
867772032491,07. 7-Г клас. Фізика (2026-2027),ACTIVE,
867770765403,07. 7-Г клас. Англійська мова (2026-2027),ACTIVE,
867772037425,07. 7-Г клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867772282508,07. 7-Г клас. Історія України (2026-2027),ACTIVE,
867761751478,07. 7-Г клас. Алгебра (2026-2027),ACTIVE,
867772300924,07. 7-Г клас. Всесвітня історія (2026-2027),ACTIVE,
867772195129,07. 7-В клас. Основи християнської етики (2026-2027),ACTIVE,
867772335332,07. 7-Г клас. Українська література (2026-2027),ACTIVE,
867771961556,07. 7-Г клас. Зарубіжна література (2026-2027),ACTIVE,
867772659527,07. 7-В клас. Фізична культура (2026-2027),ACTIVE,
867772478043,07. 7-Г клас. Українська мова (2026-2027),ACTIVE,
867772271550,07. 7-В клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867772249767,07. 7-В клас. Технології (2026-2027),ACTIVE,
867770214307,07. 7-В клас. Мистецтво (2026-2027),ACTIVE,
867772520131,07. 7-В клас. Інформатика (2026-2027),ACTIVE,
867762293242,07. 7-В клас. Хімія (2026-2027),ACTIVE,
867772040803,07. 7-В клас. Фізика (2026-2027),ACTIVE,
867772443970,07. 7-В клас. Географія (2026-2027),ACTIVE,
867772282498,07. 7-В клас. Алгебра (2026-2027),ACTIVE,
867772474258,07. 7-В клас. Геометрія (2026-2027),ACTIVE,
867770532281,07. 7-В клас. Біологія (2026-2027),ACTIVE,
867772184112,07. 7-В клас. Всесвітня історія (2026-2027),ACTIVE,
867771747125,07. 7-В клас. Історія України (2026-2027),ACTIVE,
867771265637,07. 7-В клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867772642609,07. 7-В клас. Зарубіжна література (2026-2027),ACTIVE,
867772270691,07. 7-В клас. Англійська мова (2026-2027),ACTIVE,
867771834445,07. 7-В клас. Українська література (2026-2027),ACTIVE,
867771800839,07. 7-Б клас. Фізична культура (2026-2027),ACTIVE,
867771654436,07. 7-Б клас. Основи християнської етики (2026-2027),ACTIVE,
867769655812,07. 7-В клас. Українська мова (2026-2027),ACTIVE,
867771470566,07. 7-Б клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867771078806,07. 7-Б клас. Мистецтво (2026-2027),ACTIVE,
867772180108,07. 7-Б клас. Технології (2026-2027),ACTIVE,
867772317982,07. 7-Б клас. Інформатика (2026-2027),ACTIVE,
867771860554,07. 7-Б клас. Хімія (2026-2027),ACTIVE,
867771913607,07. 7-Б клас. Фізика (2026-2027),ACTIVE,
867772389535,07. 7-Б клас. Всесвітня історія (2026-2027),ACTIVE,
867768967194,07. 7-Б клас. Геометрія (2026-2027),ACTIVE,
867772375837,07. 7-Б клас. Алгебра (2026-2027),ACTIVE,
867770234674,07. 7-Б клас. Біологія (2026-2027),ACTIVE,
867771022512,07. 7-Б клас. Географія (2026-2027),ACTIVE,
867770967420,07. 7-Б клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867770573684,07. 7-Б клас. Історія України (2026-2027),ACTIVE,
867772300908,07. 7-Б клас. Англійська мова (2026-2027),ACTIVE,
798179972721,07. 7-Б клас. Зарубіжна література (2026-2027),ACTIVE,
867771996617,07. 7-Б клас. Українська література (2026-2027),ACTIVE,
867772395274,07. 7-Б клас. Українська мова (2026-2027),ACTIVE,
867772249264,07. 7-А клас. Основи християнської етики (2026-2027),ACTIVE,
867772322007,07. 7-А клас. Здоров'я безпека та добробут (2026-2027),ACTIVE,
867771845048,07. 7-А клас. Фізична культура (2026-2027),ACTIVE,
867772226880,07. 7-А клас. Технології (2026-2027),ACTIVE,
867771941933,07. 7-А клас. Фізика (2026-2027),ACTIVE,
867772250945,07. 7-А клас. Мистецтво (2026-2027),ACTIVE,
867771778996,07. 7-А клас. Хімія (2026-2027),ACTIVE,
867772359839,07. 7-А клас. Інформатика (2026-2027),ACTIVE,
867771237384,07. 7-А клас. Географія (2026-2027),ACTIVE,
867765734795,07. 7-А клас. Геометрія (2026-2027),ACTIVE,
867771696994,07. 7-А клас. Біологія (2026-2027),ACTIVE,
867771753776,07. 7-А клас. Всесвітня історія (2026-2027),ACTIVE,
867772416483,07. 7-А клас. Історія України (2026-2027),ACTIVE,
867772691200,07. 7-А клас. Алгебра (2026-2027),ACTIVE,
867772479478,07. 7-А клас. Англійська мова (2026-2027),ACTIVE,
867772051115,07. 7-А клас. Українська література (2026-2027),ACTIVE,
867754393159,07. 7-А клас. Зарубіжна література (2026-2027),ACTIVE,
798180293763,07. 7-А клас. Друга іноземна мова (Німецька) (2026-2027),ACTIVE,
867772402658,07. 7-А клас. Українська мова (2026-2027),ACTIVE,
867772427865,07. 7 клас. Екстернат (2026-2027),ACTIVE,
867762797896,06. 6-Г клас. Математика (2026-2027),ACTIVE,
867763366407,06. 6-Г клас. Українська мова (2026-2027),ACTIVE,
867763715491,06. 6-Г клас. Англійська мова (Гр. 2) (2026-2027),ACTIVE,
798178933434,06. 6-Г клас. Англійська мова (Гр. 1) (2026-2027),ACTIVE,
867762116767,06. 6-Г клас. Українська література (2026-2027),ACTIVE,
867762729989,06. 6-Г клас. Історія України. Всесвітня історія (2026-2027),ACTIVE,
867762999863,06. 6-Г клас. Географія (2026-2027),ACTIVE,
867763686035,06. 6-Г клас. Зарубіжна література (2026-2027),ACTIVE,
867763210300,06. 6-Г клас. Пізнаємо природу (2026-2027),ACTIVE,
867763725434,06. 6-Г клас. Інформатика (Гр. 1) (2026-2027),ACTIVE,
867762791806,06. 6-Г клас. Технології (Трудове) (Гр. 1) (2026-2027),ACTIVE,
867763359013,06. 6-Г клас. Інформатика (Гр. 2) (2026-2027),ACTIVE,
867741511686,06. 6-Г клас. Физична культура (2026-2027),ACTIVE,
867763399459,06. 6-Г клас. Технології (Трудове) (Гр. 2) (2026-2027),ACTIVE,
867763357503,06. 6-Г клас. Мистецтво (2026-2027),ACTIVE,
867763748582,06. 6-Г клас. Друга мова (Польська) (Гр. 1) (2026-2027),ACTIVE,
867763215828,06. 6-Г клас. Логіка (2026-2027),ACTIVE,
867762079910,06. 6-Г клас. Друга мова (Польська) (Гр. 2) (2026-2027),ACTIVE,
867762936779,06. 6-Г клас. Основи християнської етики (2026-2027),ACTIVE,
798179020268,06. 6-В клас. Математика (2026-2027),ACTIVE,
867760860680,06. 6-В клас. Українська мова (2026-2027),ACTIVE,
867763730143,06. 6-В клас. Англійська мова (Гр. 2) (2026-2027),ACTIVE,
867762429077,06. 6-В клас. Англійська мова (Гр. 1) (2026-2027),ACTIVE,
867763038604,06. 6-В клас. Українська література (2026-2027),ACTIVE,
867763072279,06. 6-В клас. Історія України. Всесвітня історія (2026-2027),ACTIVE,
867762902234,06. 6-В клас. Географія (2026-2027),ACTIVE,
867762495288,06. 6-В клас. Зарубіжна література (2026-2027),ACTIVE,
867763047529,06. 6-В клас. Пізнаємо природу (2026-2027),ACTIVE,
798179101024,06. 6-В клас. Інформатика (Гр. 1) (2026-2027),ACTIVE,
867763521859,06. 6-В клас. Технології (Трудове) (Гр. 1) (2026-2027),ACTIVE,
798179110978,06. 6-В клас. Інформатика (Гр. 2) (2026-2027),ACTIVE,
867762898271,06. 6-В клас. Физична культура (2026-2027),ACTIVE,
867763692659,06. 6-В клас. Технології (Трудове) (Гр. 2) (2026-2027),ACTIVE,
867762797851,06. 6-В клас. Мистецтво (2026-2027),ACTIVE,
867763314845,06. 6-В клас. Друга мова (Польська) (Гр. 1) (2026-2027),ACTIVE,
867762614695,06. 6-В клас. Логіка (2026-2027),ACTIVE,
867763212206,06. 6-В клас. Друга мова (Польська) (Гр. 2) (2026-2027),ACTIVE,
867763549591,06. 6-В клас. Основи християнської етики (2026-2027),ACTIVE,
867763058851,06. 6-Б клас. Математика (2026-2027),ACTIVE,
867763645074,06. 6-Б клас. Українська мова (2026-2027),ACTIVE,
798179126950,06. 6-Б клас. Англійська мова (Гр. 2) (2026-2027),ACTIVE,
867763811471,06. 6-Б клас. Англійська мова (Гр. 1) (2026-2027),ACTIVE,
867763065545,06. 6-Б клас. Українська література (2026-2027),ACTIVE,
867761949865,06. 6-Б клас. Історія України. Всесвітня історія (2026-2027),ACTIVE,
867763619384,06. 6-Б клас. Географія (2026-2027),ACTIVE,
867763175510,06. 6-Б клас. Зарубіжна література (2026-2027),ACTIVE,
867759717100,06. 6-Б клас. Пізнаємо природу (2026-2027),ACTIVE,
867761765359,06. 6-Б клас. Інформатика (Гр. 1) (2026-2027),ACTIVE,
867762809146,06. 6-Б клас. Технології (Трудове) (Гр. 1) (2026-2027),ACTIVE,
867761126257,06. 6-Б клас. Інформатика (Гр. 2) (2026-2027),ACTIVE,
867763327529,06. 6-Б клас. Физична культура (2026-2027),ACTIVE,
867763149978,06. 6-Б клас. Технології (Трудове) (Гр. 2) (2026-2027),ACTIVE,
867763542454,06. 6-Б клас. Мистецтво (2026-2027),ACTIVE,
867763132533,06. 6-Б клас. Друга мова (Польська) (Гр. 1) (2026-2027),ACTIVE,
867762903270,06. 6-Б клас. Логіка (2026-2027),ACTIVE,
867763322965,06. 6-Б клас. Друга мова (Польська) (Гр. 2) (2026-2027),ACTIVE,
867763464421,06. 6-Б клас. Основи християнської етики (2026-2027),ACTIVE,
867762012697,05. 5-Г клас. Основи християнської етики (2026-2027),ACTIVE,
867761841028,05. 5-Г клас. Друга мова (Польська) (Гр. 1) (2026-2027),ACTIVE,
867760844708,05. 5-Г клас. Фізична культура (2026-2027),ACTIVE,
867760962116,05. 5-Г клас. Друга мова (Польська) (Гр. 2) (2026-2027),ACTIVE,
